cas;H;He;Li;Be;B;C;N;O;F;Na;Mg;Al;Si;P;S;Cl;Ar;K;Ca;Sc;Ti;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;Ga;Ge;As;Se;Br;Kr;Rb;Sr;Y;Zr;Nb;Mo;Tc;Ru;Rh;Pd;Ag;Cd;In;Sn;Sb;Te;I;Xe;Cs;Ba;La;Ce;Pr;Nd;Pm;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Hf;Ta;W;Re;Os;Ir;Pt;Au;Hg;Tl;Pb;Bi;Po;At;Rn;Ra;Ac;Th;Pa;U;Np;Pu;Am;Cm
105512-06-9;0.037467576;;;;;0.583821116;0.040049476;0.182980386;0.054321132;;;;;;;0.101360315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106700-29-2;0.0749678;;;;;0.649666844;0.047351821;0.108171882;;;;;;;;0.119841654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110235-47-7;0.058688905;;;;;0.753111578;0.188199517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110488-70-5;0.057175269;;;;;0.650314546;0.036113546;0.16499768;;;;;;;;0.091398958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110895-43-7;0.070533454;;;;;0.496631722;0.17820384;0.152660271;;;;;;;0.101970713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111479-05-1;0.049958998;;;;;0.595295167;0.094666625;0.180216002;;;;;;;;0.079863208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111812-58-9;0.064569855;;;;;0.683905224;0.09969466;0.151830262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111988-49-9;0.035897436;;;;;0.475269072;0.221699905;;;;;;;;0.126859766;0.140273821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111991-09-4;0.044209988;;;;;0.43899319;0.204778207;0.233900659;;;;;;;0.078117957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112410-23-8;0.080073083;;;;;0.749669483;0.079477301;0.090780134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113036-87-6;0.022187561;;;;;0.370131658;0.123325859;0.246513046;0.167273106;;;;;;0.07056877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113036-87-6;0.022187561;;;;;0.370131658;0.123325859;0.246513046;0.167273106;;;;;;0.07056877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113036-87-6;0.022187561;;;;;0.370131658;0.123325859;0.246513046;0.167273106;;;;;;0.07056877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113036-87-6;0.022187561;;;;;0.370131658;0.123325859;0.246513046;0.167273106;;;;;;0.07056877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113036-87-6;0.022187561;;;;;0.370131658;0.123325859;0.246513046;0.167273106;;;;;;0.07056877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113136-77-9;0.033097772;;;;;0.482022788;0.051102347;0.175109542;;;;;;;;0.258667552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114369-43-6;0.050875386;;;;;0.677533898;0.16634256;;;;;;;;;0.105248157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116255-48-2;0.03207952;;;;;0.414103214;0.111442915;0.042430575;;;;;;;;0.188032239;;;;;;;;;;;;;;;;;;0.211911537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116714-46-6;0.018412595;;;;;0.414419363;0.05685741;0.129886729;0.308474335;;;;;;;0.071949568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118134-30-8;0.118595012;;;;;0.726757495;0.047085044;0.107562449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119446-68-3;0.042179573;;;;;0.561727255;0.103432998;0.118142681;;;;;;;;0.174517492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120-12-7;0.056554866;;;;;0.943445134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120068-37-3;0.00922356;;;;;0.32971481;0.128169049;0.03659914;0.260763254;;;;;;0.073340111;0.162190076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120116-88-3;0.040346939;;;;;0.480761;0.172509029;0.098521166;;;;;;;0.098712063;0.109149802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120923-37-7;0.040934897;;;;;0.292660146;0.189608167;0.303202506;;;;;;;0.173594284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120928-09-8;0.072373853;;;;;0.783984805;0.091426818;0.052214524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121552-61-2;0.067112009;;;;;0.746372534;0.186515458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122931-48-0;0.039718337;;;;;0.389752409;0.162329234;0.259580751;;;;;;;0.148619269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123312-89-0;0.051042204;;;;;0.552911173;0.322397253;0.07364937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123343-16-8;0.028904654;;;;;0.447743986;0.080330851;0.183510142;;0.065923742;;;;;0.091932858;0.101653768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124495-18-7;0.026170483;;;;;0.58469805;0.045457584;0.051922316;0.061656422;;;;;;;0.230095145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125116-23-6;0.069336185;;;;;0.638417549;0.131384191;0.050022981;;;;;;;;0.110839094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126535-15-7;0.038892821;;;;;0.414651652;0.17066784;0.194939299;0.115742715;;;;;;0.065105673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126833-17-8;0.056705108;;;;;0.556442032;0.046350866;0.105885273;;;;;;;;0.234616721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128639-02-1;0.034236621;;;;;0.437091896;0.101945653;0.116443814;0.13827405;;;;;;;0.172007967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129630-19-9;0.031715436;;;;;0.436050934;0.067801909;0.154888661;0.137944741;;;;;;;0.171598319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131341-86-1;0.024368545;;;;;0.580735296;0.112873745;0.12892604;0.153096374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131807-57-3;0.048462056;;;;;0.705782113;0.074824517;0.170931313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131983-72-7;0.06343273;;;;;0.642467206;0.132217597;0.05034029;;;;;;;;0.111542177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134605-64-4;0.0382126;;;;;0.505921005;0.058999546;0.202170431;0.120036107;;;;;;;0.07466031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135158-54-2;0.028763156;;;;;0.45697654;0.13322934;0.076088249;;;;;;;0.304942716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136426-54-5;0.021436979;;;;;0.510872138;0.186177932;0.042531031;0.050504511;;;;;;;0.188477409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138261-41-3;0.039427056;;;;;0.422819973;0.2739359;0.125157434;;;;;;;;0.138659637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139528-85-1;0.031330619;;;;;0.402042802;0.167448099;0.153009332;;;;;;;0.076652903;0.169516245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141112-29-0;0.033663661;;;;;0.501406536;0.038982052;0.178103475;0.15861999;;;;;;0.089224286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141776-32-1;0.03856528;;;;;0.408472289;0.178632233;0.238042404;;;;;;;0.136287794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143390-89-0;0.061119568;;;;;0.689950312;0.044700386;0.204229735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144550-36-7;0.024759975;;;;;0.317726563;0.132330958;0.181380423;;0.043439112;;;;;0.06057729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.239785679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144651-06-9;0.044644241;;;;;0.50241257;0.137859763;0.236198153;;;;;;;0.078885272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148477-71-8;0.058815664;;;;;0.613224772;;0.155587269;;;;;;;;0.172372295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153233-91-1;0.064504496;;;;;0.701778536;0.038971466;0.089027556;0.105717945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153719-23-4;0.034554866;;;;;0.329395633;0.24008433;0.164536697;;;;;;;0.109903671;0.121524802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156052-68-5;0.047909172;;;;;0.499511343;0.041608617;0.09505194;;;;;;;;0.315918928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161326-34-7;0.055028372;;;;;0.65570017;0.134940897;0.051377154;;;;;;;0.102953408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163520-33-0;0.058021657;;;;;0.732035837;0.047427016;0.162515491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168316-95-8;0.097500368;;;;;0.687251712;0.019082378;0.196165541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173159-57-4;0.044558198;;;;;0.451299835;0.185751986;0.24753007;;;;;;;0.070859911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173584-44-6;0.032464555;;;;;0.50061268;0.079609772;0.212173371;0.107978764;;;;;;;0.067160858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175013-18-0;0.046784591;;;;;0.588440514;0.108351813;0.165014698;;;;;;;;0.091408385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178928-70-6;0.043921058;;;;;0.488459103;0.122063941;0.046474406;;;;;;;0.093128911;0.205952582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181274-15-7;0.040763917;;;;;0.428584917;0.133282023;0.26641418;;0.054689137;;;;;0.076265825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181274-17-9;0.024098749;;;;;0.344583418;0.133948878;0.229497548;0.136261233;0.054962765;;;;;0.076647409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191-24-2;0.043772482;;;;;0.956227518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206-44-0;0.049837829;;;;;0.950162171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208465-21-8;0.042041625;;;;;0.405534448;0.139096049;0.285979571;;;;;;;0.127348307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210880-92-5;0.032298246;;;;;0.288641543;0.280506903;0.128159633;;;;;;;0.128407958;0.141985717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2406-68-0;0.035666626;;;;;0.364278782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.600054592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243973-20-8;0.080535505;;;;;0.689737566;0.069944247;0.159782682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53-70-3;0.050698032;;;;;0.949301968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540-84-1;0.158834652;;;;;0.841165348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55406-53-6;0.043031949;;;;;0.341836472;0.0498304;0.113834021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.451467158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55406-53-6;0.043031949;;;;;0.341836472;0.0498304;0.113834021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.451467158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55406-53-6;0.043031949;;;;;0.341836472;0.0498304;0.113834021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.451467158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55406-53-6;0.043031949;;;;;0.341836472;0.0498304;0.113834021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.451467158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56-55-3;0.05298431;;;;;0.94701569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
668-34-8;0.043196544;;;;;0.617659159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.339144297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7631-86-9;;;;;;;;0.532563287;;;;;0.467436713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7697-37-2;0.015996953;;;;;;0.222290992;0.761712055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78763-54-9;0.051596465;;;;;0.273247415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.67515612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86-73-7;0.060641427;;;;;0.939358573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869-59-0;0.112151001;;;;;0.628872861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.258976138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
